combattant,date_debut,age_debut,taille_cm,allonge_cm,poids_kg,garde,categorie_debut,cote_debut,adv1,adv1_combats_avant,adv1_pagerank,resultat_debut,methode_debut,nb_combats_total,date_dernier_combat,annee_debut,debut_propre,n_premiers,victoires_3premiers,adv3_combats_moy,adv3_pagerank_moy,adv3_nouveaux,ko_tko_3premiers,soumissions_3premiers,victoires_adv_central_3premiers,frappes_sig_moy_apres3,precision_frappes_apres3,takedowns_moy_apres3,precision_td_apres3,soumissions_tent_moy_apres3,ratio_allonge_taille,au_moins_3_combats,Y_8_combats_plus,dans_cohorte
Marcelo Guimaraes,2012-07-11,29,182.88,185.42,83.9,Orthodox,Welterweight,-395.0,Dan Stittgen,1,,V,S-DEC,4,2016-03-05,2012,1,3,2.0,0.6667,,1.0,1.0,0.0,0.0,62.6667,0.523,1.6667,0.163,0.0,1.014,1,0,1
Hector Lombard,2012-07-21,34,175.26,180.34,83.9,Southpaw,Middleweight,-310.0,Tim Boetsch,9,1.5977,D,S-DEC,11,2018-09-22,2012,1,3,1.0,11.6667,2.177,0.0,1.0,0.0,1.0,31.6667,0.45,0.6667,0.167,0.0,1.029,1,1,1
Ryan Jimmo,2012-07-21,30,185.42,185.42,93.0,Orthodox,Light Heavyweight,-230.0,Anthony Perosh,6,1.0412,V,KO/TKO,7,2015-05-30,2012,1,3,2.0,6.6667,0.9037,0.0,1.0,0.0,1.0,33.6667,0.81,0.3333,0.167,0.0,1.0,1,0,1
Mitch Gagnon,2012-07-21,27,165.1,165.1,61.2,Southpaw,Bantamweight,200.0,Bryan Caraway,1,0.7167,D,SUB,8,2019-05-04,2012,1,3,2.0,1.6667,0.7167,0.0,0.0,3.0,0.0,19.6667,0.443,0.6667,0.233,0.6667,1.0,1,1,1
Mike Swick,2012-08-04,33,185.42,195.58,77.1,Orthodox,Welterweight,-220.0,DaMarques Johnson,8,1.3155,V,KO/TKO,3,2015-07-11,2012,0,3,1.0,8.0,0.8744,0.0,2.0,0.0,1.0,,,,,,1.055,1,0,0
John Moraga,2012-08-04,28,167.64,167.64,56.7,Orthodox,Flyweight,110.0,Ulysses Gomez,0,,V,KO/TKO,14,2018-08-25,2012,1,3,2.0,4.0,1.3409,1.0,1.0,2.0,0.0,30.6667,0.433,1.0,0.4,0.3333,1.0,1,1,1
Ulysses Gomez,2012-08-04,29,167.64,167.64,56.7,Orthodox,Flyweight,-120.0,John Moraga,0,,D,KO/TKO,2,2013-02-16,2012,1,2,,,,,,,,,,,,,1.0,0,0,1
Chico Camus,2012-08-11,27,167.64,167.64,56.7,Orthodox,Bantamweight,145.0,Dustin Pague,3,0.3874,V,U-DEC,7,2015-09-26,2012,1,3,2.0,1.3333,0.3874,1.0,0.0,1.0,0.0,23.75,0.503,1.25,0.498,0.75,1.0,1,0,1
Roger Hollett,2012-09-22,33,180.34,177.8,93.0,Orthodox,Light Heavyweight,310.0,Matt Hamill,13,0.9308,D,U-DEC,2,2013-05-18,2012,1,2,,,,,,,,,,,,,0.986,0,0,1
Vinny Magalhaes,2012-09-22,28,190.5,200.66,93.0,Orthodox,Light Heavyweight,145.0,Igor Pokrajac,7,1.0511,V,SUB,3,2013-08-03,2012,0,3,1.0,7.3333,2.3595,0.0,1.0,1.0,1.0,,,,,,1.053,1,0,0
Jimi Manuwa,2012-09-29,32,185.42,200.66,93.0,Orthodox,Light Heavyweight,-245.0,Kyle Kingsbury,7,1.4437,V,KO/TKO,12,2019-06-01,2012,1,3,3.0,5.3333,1.095,0.0,3.0,0.0,2.0,39.6667,0.613,1.0,0.333,0.3333,1.082,1,1,1
Andy Ogle,2012-09-29,23,172.72,175.26,65.8,Orthodox,Featherweight,-155.0,Akira Corassani,0,,D,S-DEC,6,2015-01-24,2012,1,3,1.0,5.6667,0.7991,1.0,0.0,0.0,0.0,32.6667,0.487,1.6667,0.473,0.0,1.015,1,0,1
Akira Corassani,2012-09-29,30,172.72,172.72,65.8,Orthodox,Featherweight,145.0,Andy Ogle,0,,V,S-DEC,6,2015-01-24,2012,1,3,3.0,1.6667,0.4112,1.0,0.0,0.0,0.0,31.3333,0.51,0.6667,0.11,0.0,1.0,1,0,1
Tom Watson,2012-09-29,30,185.42,185.42,83.9,Orthodox,Middleweight,150.0,Brad Tavares,4,1.4014,D,S-DEC,7,2015-08-08,2012,1,3,1.0,4.6667,0.8989,0.0,1.0,0.0,0.0,51.3333,0.513,0.0,0.0,0.0,1.0,1,0,1
Gunnar Nelson,2012-09-29,24,180.34,182.88,77.1,Switch,Catch Weight,-340.0,DaMarques Johnson,9,1.3155,V,SUB,16,2025-03-22,2012,1,3,3.0,5.0,0.7764,0.0,0.0,2.0,1.0,22.3333,0.74,1.3333,0.833,1.0,1.014,1,1,1
Jay Hieron,2012-10-05,36,182.88,190.5,77.1,Orthodox,Welterweight,280.0,Jake Ellenberger,8,2.0413,D,U-DEC,2,2013-02-02,2012,0,2,,,,,,,,,,,,,1.042,0,0,0
Jussier Formiga,2012-10-05,27,165.1,170.18,56.7,Orthodox,Flyweight,235.0,John Dodson,2,0.7167,D,KO/TKO,16,2020-06-06,2012,1,3,1.0,4.6667,0.9314,0.0,2.0,0.0,1.0,8.3333,0.317,1.3333,0.167,0.0,1.031,1,1,1
Phil Harris,2012-10-05,29,162.56,162.56,56.7,Orthodox,Flyweight,270.0,Darren Uyenoyama,1,0.5521,D,SUB,4,2014-07-19,2012,1,3,1.0,2.0,0.4191,0.0,1.0,1.0,0.0,15.0,0.375,0.75,0.415,0.0,1.0,1,0,1
Wagner Prado,2012-10-13,25,182.88,187.96,93.0,Southpaw,Light Heavyweight,320.0,Phil Davis,7,3.9781,D,SUB,2,2013-01-19,2012,0,2,,,,,,,,,,,,,1.028,0,0,0
Renee Forte,2012-10-13,25,170.18,180.34,70.3,Orthodox,Welterweight,190.0,Sergio Moraes,1,,D,SUB,4,2014-03-15,2012,1,3,1.0,5.6667,0.8217,0.0,1.0,1.0,0.0,26.6667,0.327,0.6667,0.22,0.0,1.06,1,0,1
Jon Tuck,2012-11-10,28,180.34,185.42,70.3,Orthodox,Lightweight,-315.0,Tiequan Zhang,3,0.5521,V,U-DEC,9,2018-08-25,2012,1,3,2.0,1.6667,0.545,1.0,1.0,0.0,0.0,49.6667,0.45,1.0,0.2,0.6667,1.028,1,1,1
Motonobu Tezuka,2012-11-10,25,170.18,167.64,61.2,Southpaw,Bantamweight,200.0,Alex Caceres,5,0.4972,D,S-DEC,2,2013-02-16,2012,1,2,,,,,,,,,,,,,0.985,0,0,1
Azamat Gashimov,2012-11-17,22,167.64,167.64,56.7,Orthodox,Bantamweight,195.0,Ivan Menjivar,5,0.9514,D,SUB,2,2013-05-18,2012,1,2,,,,,,,,,,,,,1.0,0,0,1
Abel Trujillo,2012-12-08,29,172.72,177.8,70.3,Orthodox,Lightweight,120.0,Marcus LeVesseur,2,,V,KO/TKO,10,2017-12-16,2012,1,3,2.0,2.3333,1.196,0.0,2.0,0.0,0.0,40.25,0.548,2.0,0.958,0.5,1.029,1,1,1
Robert Whittaker,2012-12-14,21,182.88,185.42,83.9,Orthodox,Welterweight,-235.0,Bradley Scott,0,,V,,24,2025-07-26,2012,1,3,2.0,2.3333,0.6434,1.0,1.0,0.0,0.0,61.3333,0.377,0.3333,0.333,0.0,1.014,1,1,1
Bradley Scott,2012-12-14,23,185.42,193.04,77.1,Orthodox,Welterweight,215.0,Robert Whittaker,0,,D,,8,2018-05-27,2012,1,3,1.0,1.0,0.481,2.0,0.0,0.0,0.0,36.6667,0.487,0.3333,0.067,0.6667,1.041,1,1,1
Colin Fletcher,2012-12-14,29,187.96,198.12,70.3,Orthodox,Lightweight,116.0,Norman Parke,0,,D,U-DEC,2,2013-03-16,2012,1,2,,,,,,,,,,,,,1.054,0,0,1
Norman Parke,2012-12-14,25,180.34,177.8,70.3,Southpaw,Lightweight,-126.0,Colin Fletcher,0,,V,U-DEC,8,2016-02-27,2012,1,3,3.0,0.6667,0.4082,1.0,0.0,0.0,0.0,57.0,0.39,2.25,0.453,0.0,0.986,1,1,1
Yaotzin Meza,2012-12-14,31,175.26,187.96,65.8,Orthodox,Featherweight,1300.0,Chad Mendes,4,1.1556,D,KO/TKO,6,2016-02-27,2012,1,3,1.0,3.3333,0.6376,0.0,1.0,1.0,0.0,15.25,0.353,0.75,0.248,1.0,1.072,1,0,1
Benny Alloway,2012-12-14,31,180.34,190.5,77.1,Orthodox,Welterweight,-235.0,Manuel Rodriguez,0,,V,,3,2013-08-28,2012,1,3,1.0,0.0,,3.0,0.0,0.0,0.0,,,,,,1.056,1,0,1
Manuel Rodriguez,2012-12-14,27,175.26,172.72,77.1,Orthodox,Welterweight,215.0,Benny Alloway,0,,D,,1,2012-12-14,2012,1,1,,,,,,,,,,,,,0.986,0,0,1
Brendan Loughnane,2012-12-14,23,177.8,177.8,65.8,Switch,Lightweight,210.0,Mike Wilkinson,0,,D,U-DEC,1,2012-12-14,2012,1,1,,,,,,,,,,,,,1.0,0,0,1
Mike Wilkinson,2012-12-14,25,170.18,172.72,65.8,Switch ,Lightweight,-230.0,Brendan Loughnane,0,,V,U-DEC,4,2016-02-27,2012,1,3,2.0,1.0,1.2496,1.0,1.0,1.0,0.0,21.3333,0.577,0.6667,0.36,0.0,1.015,1,0,1
Cody Donovan,2012-12-14,31,190.5,187.96,93.0,Orthodox,Light Heavyweight,130.0,Nick Penner,1,,V,KO/TKO,4,2014-07-19,2012,1,3,1.0,1.0,,0.0,3.0,0.0,0.0,26.6667,0.64,0.3333,0.333,0.0,0.987,1,0,1
Colton Smith,2012-12-15,25,182.88,180.34,70.3,Orthodox,Welterweight,270.0,Mike Ricci,0,,V,U-DEC,4,2014-06-28,2012,1,3,1.0,1.3333,0.5379,1.0,1.0,1.0,0.0,17.3333,0.47,3.0,0.363,1.0,0.986,1,0,1
Mike Ricci,2012-12-15,26,182.88,195.58,70.3,Southpaw,Welterweight,-300.0,Colton Smith,0,,D,U-DEC,3,2013-09-21,2012,1,3,1.0,1.3333,0.8471,1.0,0.0,0.0,0.0,,,,,,1.069,1,0,1
Vinc Pichel,2012-12-15,30,177.8,182.88,70.3,Orthodox,Lightweight,260.0,Rustam Khabilov,0,,D,KO/TKO,12,2025-03-29,2012,1,3,2.0,2.3333,0.7596,1.0,1.0,0.0,1.0,33.6667,0.347,5.3333,0.46,0.3333,1.029,1,1,1
Rustam Khabilov,2012-12-15,26,172.72,185.42,70.3,Orthodox,Lightweight,-290.0,Vinc Pichel,0,,V,KO/TKO,13,2019-11-09,2012,1,3,3.0,0.6667,,2.0,2.0,0.0,0.0,16.0,0.39,2.6667,0.51,0.3333,1.074,1,1,1
Mike Rio,2012-12-15,31,177.8,180.34,70.3,Orthodox,Lightweight,100.0,John Cofer,1,,V,SUB,4,2014-01-25,2012,1,3,1.0,2.6667,1.3726,0.0,0.0,3.0,0.0,13.0,0.463,1.6667,0.23,0.3333,1.014,1,0,1
Derek Brunson,2012-12-29,28,185.42,195.58,83.9,Southpaw,Middleweight,134.0,Chris Leben,19,1.9336,V,U-DEC,21,2023-03-04,2012,1,3,2.0,7.0,1.8679,1.0,1.0,1.0,1.0,26.6667,0.403,2.3333,0.3,0.6667,1.055,1,1,1
Daniel Sarafian,2013-01-19,30,175.26,185.42,83.9,Orthodox,Middleweight,-140.0,CB Dollaway,10,0.6046,D,S-DEC,6,2016-02-21,2013,1,3,1.0,4.0,0.6763,1.0,0.0,1.0,0.0,22.3333,0.577,0.3333,0.333,0.3333,1.058,1,0,1
Milton Vieira,2013-01-19,34,182.88,182.88,65.8,Orthodox,Featherweight,-165.0,Godofredo Pepey,1,0.2908,D,S-DEC,1,2013-01-19,2013,0,1,,,,,,,,,,,,,1.0,0,0,0
Lucas Martins,2013-01-19,24,182.88,182.88,65.8,Southpaw,Lightweight,290.0,Edson Barboza,5,1.7466,D,KO/TKO,7,2016-04-10,2013,1,3,2.0,2.0,1.0187,1.0,2.0,0.0,0.0,20.3333,0.41,0.0,0.0,0.3333,1.0,1,0,1
Ildemar Alcantara,2013-01-19,30,187.96,198.12,83.9,Orthodox,Light Heavyweight,195.0,Wagner Prado,2,0.2908,V,SUB,7,2015-07-15,2013,1,3,2.0,0.6667,0.2908,2.0,0.0,1.0,0.0,25.0,0.427,2.6667,0.887,2.0,1.054,1,0,1
Sean Spencer,2013-01-26,25,177.8,190.5,77.1,Southpaw,Middleweight,215.0,Rafael Natal,5,0.8231,D,SUB,8,2016-09-10,2013,1,3,2.0,2.0,0.8231,1.0,0.0,1.0,0.0,72.0,0.29,0.0,0.0,0.0,1.071,1,1,1
Tyron Woodley,2013-02-02,30,175.26,187.96,77.1,Orthodox,Welterweight,-160.0,Jay Hieron,3,0.2908,V,KO/TKO,15,2021-03-27,2013,1,3,2.0,10.0,1.278,0.0,2.0,0.0,1.0,32.3333,0.65,0.0,0.0,0.0,1.072,1,1,1
Bobby Green,2013-02-02,26,177.8,180.34,70.3,Orthodox,Lightweight,380.0,Jacob Volkmann,9,1.9832,V,SUB,19,2022-12-17,2013,1,3,3.0,4.3333,1.9832,0.0,1.0,1.0,1.0,51.3333,0.513,1.3333,0.5,0.3333,1.014,1,1,1
Isaac Vallie-Flagg,2013-02-02,34,172.72,172.72,70.3,Orthodox,Lightweight,195.0,Yves Edwards,16,1.1961,V,S-DEC,4,2014-11-22,2013,1,3,1.0,8.0,0.7327,0.0,0.0,0.0,1.0,68.0,0.393,0.3333,0.167,0.0,1.0,1,0,1
Dustin Kimura,2013-02-02,23,170.18,180.34,61.2,Orthodox,Bantamweight,125.0,Chico Camus,1,0.3965,V,SUB,5,2014-12-13,2013,1,3,2.0,1.0,0.4023,1.0,0.0,3.0,0.0,10.6667,0.243,0.0,0.0,2.3333,1.06,1,0,1
Robbie Lawler,2013-02-23,30,180.34,187.96,77.1,Southpaw,Welterweight,280.0,Josh Koscheck,21,1.8551,V,KO/TKO,18,2023-07-08,2013,0,3,3.0,9.6667,4.1704,0.0,2.0,0.0,2.0,24.2,0.45,1.4,0.55,0.0,1.042,1,1,0
Caros Fodor,2013-02-23,29,175.26,193.04,70.3,Orthodox,Lightweight,-160.0,Sam Stout,14,1.2617,D,S-DEC,1,2013-02-23,2013,1,1,,,,,,,,,,,,,1.101,0,0,1
Jon Manley,2013-02-23,26,185.42,190.5,77.1,Orthodox,Welterweight,135.0,Neil Magny,0,,D,U-DEC,1,2013-02-23,2013,1,1,,,,,,,,,,,,,1.027,0,0,1
Neil Magny,2013-02-23,25,190.5,203.2,77.1,Orthodox,Welterweight,-145.0,Jon Manley,0,,V,U-DEC,37,2025-12-13,2013,1,3,1.0,3.0,1.086,1.0,0.0,1.0,0.0,34.3333,0.417,2.0,0.487,0.0,1.067,1,1,1
Nah-Shon Burrell,2013-02-23,23,180.34,185.42,77.1,Orthodox,Welterweight,145.0,Yuri Villefort,0,,V,U-DEC,2,2013-05-25,2013,1,2,,,,,,,,,,,,,1.028,0,0,1
Yuri Villefort,2013-02-23,21,182.88,185.42,77.1,Orthodox,Welterweight,-155.0,Nah-Shon Burrell,0,,D,U-DEC,2,2013-09-04,2013,1,2,,,,,,,,,,,,,1.014,0,0,1
Mizuto Hirota,2013-03-02,31,170.18,170.18,70.3,Orthodox,Featherweight,-150.0,Rani Yahya,3,0.7151,D,U-DEC,6,2018-12-01,2013,1,3,1.0,8.0,0.7625,0.0,0.0,0.0,1.0,56.25,0.405,2.25,0.563,0.0,1.0,1,0,1
Kazuki Tokudome,2013-03-02,25,180.34,185.42,70.3,Southpaw,Lightweight,-115.0,Cristiano Marcello,2,0.6429,V,U-DEC,4,2014-09-20,2013,1,3,1.0,1.0,0.5904,1.0,0.0,0.0,0.0,35.6667,0.437,2.0,0.54,0.0,1.028,1,0,1
Hyun Gyu Lim,2013-03-02,28,190.5,195.58,77.1,Orthodox,Welterweight,-270.0,Marcelo Guimaraes,1,0.4143,V,KO/TKO,7,2017-09-22,2013,1,3,2.0,1.3333,0.4761,1.0,2.0,0.0,0.0,70.0,0.413,0.3333,0.333,0.3333,1.027,1,0,1
Bobby Voelker,2013-03-16,33,182.88,190.5,77.1,Orthodox,Welterweight,175.0,Patrick Cote,13,0.4082,D,U-DEC,4,2014-06-07,2013,1,3,0.0,7.3333,0.4082,0.0,1.0,0.0,0.0,51.3333,0.317,1.3333,0.267,0.0,1.042,1,0,1
Jordan Mein,2013-03-16,23,182.88,185.42,77.1,Orthodox,Welterweight,-300.0,Dan Miller,11,0.9356,V,KO/TKO,9,2018-07-28,2013,1,3,2.0,8.3333,1.2269,1.0,2.0,0.0,0.0,33.0,0.497,1.3333,0.333,0.0,1.014,1,1,1
Quinn Mulhern,2013-03-16,28,190.5,193.04,70.3,Orthodox,Welterweight,330.0,Rick Story,11,6.1491,D,KO/TKO,2,2014-01-04,2013,1,2,,,,,,,,,,,,,1.013,0,0,1
Gegard Mousasi,2013-04-06,27,187.96,193.04,83.9,Orthodox,Light Heavyweight,-710.0,Ilir Latifi,0,,V,U-DEC,12,2017-04-08,2013,1,3,2.0,9.3333,2.4783,1.0,0.0,1.0,1.0,44.6667,0.493,0.0,0.0,0.6667,1.027,1,1,1
Ilir Latifi,2013-04-06,29,177.8,185.42,93.0,Orthodox,Light Heavyweight,575.0,Gegard Mousasi,0,,D,U-DEC,16,2023-05-20,2013,1,3,2.0,2.3333,0.7017,2.0,1.0,1.0,0.0,11.3333,0.223,1.0,0.777,0.6667,1.043,1,1,1
Ryan Couture,2013-04-06,30,177.8,190.5,70.3,Orthodox,Lightweight,310.0,Ross Pearson,9,3.152,D,KO/TKO,2,2013-08-31,2013,1,2,,,,,,,,,,,,,1.071,0,0,1
Tor Troeng,2013-04-06,30,187.96,195.58,83.9,Orthodox,Middleweight,-240.0,Adam Cella,0,,V,SUB,4,2014-10-04,2013,1,3,1.0,3.3333,0.5521,1.0,0.0,1.0,0.0,13.6667,0.543,0.6667,0.4,0.3333,1.041,1,0,1
Adam Cella,2013-04-06,27,187.96,198.12,77.1,Orthodox,Middleweight,220.0,Tor Troeng,0,,D,SUB,1,2013-04-06,2013,1,1,,,,,,,,,,,,,1.054,0,0,1
Chris Spang,2013-04-06,25,187.96,194.0,77.1,Orthodox,Welterweight,175.0,Adlan Amagov,0,,D,U-DEC,1,2013-04-06,2013,1,1,,,,,,,,,,,,,1.032,0,0,1
Adlan Amagov,2013-04-06,26,187.96,193.04,77.1,Orthodox,Welterweight,-190.0,Chris Spang,0,,V,U-DEC,2,2013-10-19,2013,1,2,,,,,,,,,,,,,1.027,0,0,1
Conor McGregor,2013-04-06,24,175.26,187.96,70.3,Southpaw,Featherweight,-150.0,Marcus Brimage,3,1.3382,V,KO/TKO,14,2021-07-10,2013,1,3,3.0,4.6667,1.4998,0.0,2.0,0.0,2.0,30.6667,0.433,1.6667,0.6,0.0,1.072,1,1,1
Ryan LaFlare,2013-04-06,29,185.42,187.96,77.1,Southpaw,Welterweight,-260.0,Benny Alloway,1,0.5379,V,,10,2018-10-06,2013,1,3,3.0,2.6667,0.6434,1.0,0.0,0.0,0.0,60.0,0.393,5.0,0.607,0.6667,1.014,1,1,1
Uriah Hall,2013-04-13,28,182.88,200.66,83.9,Orthodox,Middleweight,-285.0,Kelvin Gastelum,0,,D,S-DEC,20,2022-07-02,2013,1,3,1.0,9.3333,0.8312,1.0,1.0,0.0,1.0,35.0,0.553,1.3333,0.303,0.0,1.097,1,1,1
Kelvin Gastelum,2013-04-13,21,175.26,180.34,83.9,Southpaw,Middleweight,258.0,Uriah Hall,0,,V,S-DEC,24,2025-09-13,2013,1,3,3.0,5.0,5.2894,1.0,0.0,1.0,1.0,34.6667,0.48,1.6667,0.5,0.3333,1.029,1,1,1
Bubba McDaniel,2013-04-13,29,190.5,190.5,83.9,Southpaw,Middleweight,-210.0,Gilbert Smith,0,,V,,3,2014-03-15,2013,1,3,1.0,2.0,1.6267,2.0,0.0,0.0,0.0,,,,,,1.0,1,0,1
Gilbert Smith,2013-04-13,31,175.26,190.5,83.9,Southpaw,Middleweight,190.0,Bubba McDaniel,0,,D,,1,2013-04-13,2013,1,1,,,,,,,,,,,,,1.087,0,0,1
Josh Samman,2013-04-13,25,190.5,200.66,83.9,Orthodox,Middleweight,-455.0,Kevin Casey,0,,V,KO/TKO,5,2016-07-13,2013,1,3,3.0,2.0,1.1175,1.0,2.0,1.0,1.0,19.6667,0.553,0.3333,0.167,0.3333,1.053,1,0,1
Kevin Casey,2013-04-13,31,180.34,195.58,83.9,Southpaw,Middleweight,405.0,Josh Samman,0,,D,KO/TKO,4,2016-08-27,2013,1,3,1.0,6.3333,1.3999,1.0,2.0,0.0,1.0,24.1667,0.493,0.5,0.11,0.3333,1.085,1,0,1
Luke Barnatt,2013-04-13,24,198.12,195.58,83.9,Orthodox,Middleweight,-115.0,Collin Hart,0,,V,U-DEC,6,2015-05-16,2013,1,3,3.0,1.3333,1.5965,2.0,1.0,1.0,1.0,65.6667,0.407,0.6667,0.5,0.6667,0.987,1,0,1
Collin Hart,2013-04-13,23,185.42,193.04,83.9,Orthodox,Middleweight,105.0,Luke Barnatt,0,,D,U-DEC,1,2013-04-13,2013,1,1,,,,,,,,,,,,,1.041,0,0,1
Dylan Andrews,2013-04-13,33,185.42,185.42,83.9,Switch,Middleweight,-130.0,Jimmy Quinlan,0,,V,KO/TKO,5,2015-05-09,2013,1,3,2.0,1.3333,0.2908,1.0,3.0,0.0,0.0,17.6667,0.56,1.3333,0.3,0.0,1.0,1,0,1
Jimmy Quinlan,2013-04-13,26,182.88,182.88,83.9,Orthodox,Middleweight,120.0,Dylan Andrews,0,,D,KO/TKO,1,2013-04-13,2013,1,1,,,,,,,,,,,,,1.0,0,0,1
Bristol Marunde,2013-04-13,30,185.42,180.34,77.1,Orthodox,Middleweight,130.0,Clint Hester,0,,D,KO/TKO,2,2013-08-03,2013,1,2,,,,,,,,,,,,,0.973,0,0,1
Clint Hester,2013-04-13,26,187.96,195.58,93.0,Orthodox,Middleweight,-140.0,Bristol Marunde,0,,V,KO/TKO,7,2016-04-23,2013,1,3,3.0,0.6667,,2.0,2.0,0.0,0.0,55.0,0.427,1.0,0.553,0.0,1.041,1,0,1
Gilbert Melendez,2013-04-20,31,175.26,185.42,65.8,Orthodox,Lightweight,280.0,Benson Henderson,6,6.5159,D,S-DEC,7,2019-07-06,2013,1,3,1.0,9.6667,5.3502,0.0,0.0,1.0,1.0,55.3333,0.313,1.0,0.707,0.0,1.058,1,0,1
Daniel Cormier,2013-04-20,34,180.34,182.88,106.6,Orthodox,Heavyweight,-375.0,Frank Mir,20,1.8169,V,U-DEC,14,2020-08-15,2013,1,3,3.0,10.0,2.0949,1.0,1.0,0.0,2.0,50.3333,0.53,1.0,0.2,0.0,1.014,1,1,1
Josh Thomson,2013-04-20,34,177.8,180.34,70.3,Orthodox,Lightweight,135.0,Nate Diaz,17,5.8889,V,KO/TKO,4,2015-07-15,2013,0,3,1.0,9.3333,4.7747,0.0,1.0,0.0,1.0,27.3333,0.495,1.6667,0.613,0.0,1.014,1,0,0
Lorenz Larkin,2013-04-20,26,180.34,182.88,77.1,Orthodox,Middleweight,100.0,Francis Carmont,4,1.7703,D,U-DEC,10,2016-08-20,2013,1,3,1.0,6.6667,2.0197,0.0,0.0,0.0,1.0,39.0,0.37,0.0,0.0,0.0,1.014,1,1,1
Jorge Masvidal,2013-04-20,28,180.34,187.96,77.1,Orthodox,Lightweight,-120.0,Tim Means,2,0.9608,V,U-DEC,22,2023-04-08,2013,1,3,2.0,2.0,0.6789,0.0,0.0,1.0,0.0,37.3333,0.467,2.3333,0.417,0.6667,1.042,1,1,1
Roger Bowling,2013-04-20,30,175.26,172.72,70.3,Orthodox,Lightweight,165.0,Anthony Njokuani,5,0.9287,D,KO/TKO,2,2013-12-14,2013,1,2,,,,,,,,,,,,,0.986,0,0,1
Yoel Romero,2013-04-20,35,182.88,185.42,83.9,Southpaw,Middleweight,-175.0,Clifford Starks,2,0.4143,V,KO/TKO,13,2020-03-07,2013,1,3,3.0,2.3333,0.6763,0.0,3.0,0.0,0.0,40.6667,0.703,0.0,0.0,0.0,1.014,1,1,1
Yancy Medeiros,2013-04-27,25,177.8,190.5,70.3,Orthodox,Lightweight,170.0,Rustam Khabilov,1,0.5379,D,KO/TKO,14,2021-06-26,2013,1,3,1.0,5.6667,1.6962,1.0,1.0,2.0,0.0,16.75,0.358,0.0,0.0,0.5,1.071,1,1,1
Gian Villante,2013-04-27,27,190.5,193.04,93.0,Orthodox,Light Heavyweight,135.0,Ovince Saint Preux,0,,D,M-DEC,18,2021-11-06,2013,1,3,1.0,2.6667,0.5111,1.0,1.0,0.0,0.0,34.6667,0.477,1.3333,0.417,0.0,1.013,1,1,1
Ovince Saint Preux,2013-04-27,30,190.5,203.2,93.0,Southpaw,Light Heavyweight,-145.0,Gian Villante,0,,V,M-DEC,28,2024-10-05,2013,1,3,3.0,1.0,0.3477,1.0,1.0,1.0,0.0,18.0,0.697,0.3333,0.333,0.3333,1.067,1,1,1
Kurt Holobaugh,2013-04-27,26,180.34,177.8,70.3,Orthodox,Featherweight,105.0,Steven Siler,4,1.0319,D,U-DEC,9,2025-05-31,2013,1,3,0.0,2.6667,0.8831,1.0,1.0,1.0,0.0,54.6667,0.433,0.6667,0.277,0.6667,0.986,1,1,1
Luke Rockhold,2013-05-18,28,190.5,195.58,83.9,Southpaw,Middleweight,-105.0,Vitor Belfort,17,1.1755,D,KO/TKO,11,2022-08-20,2013,1,3,2.0,12.3333,1.8779,0.0,1.0,1.0,2.0,7.3333,0.677,0.0,0.0,0.6667,1.027,1,1,1
Jacare Souza,2013-05-18,33,185.42,182.88,83.9,Orthodox,Middleweight,-600.0,Chris Camozzi,8,2.2017,V,SUB,17,2021-05-15,2013,1,3,3.0,10.3333,2.8061,0.0,1.0,1.0,3.0,17.3333,0.473,1.0,0.277,1.3333,0.986,1,1,1
Joao Zeferino,2013-05-18,27,180.34,185.42,77.1,Orthodox,Middleweight,270.0,Rafael Natal,6,0.8231,D,U-DEC,2,2013-09-04,2013,1,2,,,,,,,,,,,,,1.028,0,0,1
Michel Prazeres,2013-05-18,31,167.64,170.18,77.1,Orthodox,Welterweight,175.0,Paulo Thiago,9,0.4143,D,U-DEC,14,2021-06-26,2013,1,3,2.0,3.3333,0.4143,1.0,0.0,0.0,0.0,28.0,0.477,4.3333,0.327,0.0,1.015,1,1,1
Iliarde Santos,2013-05-18,32,165.1,167.64,56.7,Orthodox,Bantamweight,450.0,Iuri Alcantara,4,1.4201,D,KO/TKO,3,2013-10-09,2013,1,3,0.0,4.6667,0.919,0.0,2.0,0.0,0.0,,,,,,1.015,1,0,1
KJ Noons,2013-05-25,30,177.8,182.88,70.3,Orthodox,Lightweight,248.0,Donald Cerrone,8,4.0695,D,U-DEC,5,2016-02-06,2013,1,3,2.0,11.6667,2.2566,0.0,1.0,0.0,2.0,30.75,0.42,0.0,0.0,0.0,1.029,1,0,1
Estevan Payan,2013-05-25,31,177.8,182.88,65.8,Orthodox,Featherweight,160.0,Jeremy Stephens,15,1.0004,D,U-DEC,3,2014-04-19,2013,1,3,0.0,6.3333,0.7661,1.0,2.0,0.0,0.0,,,,,,1.029,1,0,1
William Patolino,2013-06-08,21,180.34,190.5,77.1,Orthodox,Welterweight,140.0,Leonardo Santos,0,,D,,4,2015-02-22,2013,1,3,1.0,3.0,0.5199,1.0,0.0,0.0,0.0,64.0,0.517,1.6667,0.333,0.0,1.056,1,0,1
Leonardo Santos,2013-06-08,33,182.88,190.5,70.3,Orthodox,Welterweight,-150.0,William Patolino,0,,V,,10,2022-08-20,2013,1,3,3.0,3.3333,0.4342,1.0,0.0,1.0,0.0,24.0,0.37,1.0,0.285,0.5,1.042,1,1,1
